id;Adresse;Hausnummer;alte_1795_1821;ältere_1770_1795;Hausinhaber;Gassen und Plätze;Grundobrigkeit;Latitude;Longitude;Vorstadt;Viertel;reference
45;Herrngasse 47;47;37;154;;Herrngasse;Magistrat der Stadt Wien;48.2132835;16.352209;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
46;Lämmelgasse 48;48;38;13;;Lämmelgasse;Magistrat der Stadt Wien;48.2132663;16.3519922;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
47;Lämmelgasse 49;49;39;146;;Lämmelgasse;Magistrat der Stadt Wien;48.2128277;16.3519999;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
48;Lämmelgasse 50;50;40;168;;Lämmelgasse;Magistrat der Stadt Wien;48.2126522;16.3520438;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
49;Lämmelgasse 51;51;41;167;;Lämmelgasse;Magistrat der Stadt Wien;48.2125473;16.3520618;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
50;Lämmelgasse 52;52;42;147;;Lämmelgasse;Magistrat der Stadt Wien;48.212396;16.3521006;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
51;Lämmelgasse 53;53;43;148;;Lämmelgasse;Magistrat der Stadt Wien;48.2121362;16.3521548;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
52;Lämmelgasse 54;54;44;149;;Lämmelgasse;Magistrat der Stadt Wien;48.2121397;16.3520076;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
53;Lämmelgasse 55;55;45;150;;Lämmelgasse;Magistrat der Stadt Wien;48.2123684;16.3519509;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
54;Lämmelgasse 56;56;46;151;;Lämmelgasse;Magistrat der Stadt Wien;48.2125146;16.3519225;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
55;Lämmelgasse 57;57;47;152;;Lämmelgasse;Magistrat der Stadt Wien;48.2127726;16.3518631;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
56;Lämmelgasse 58;58;48;153;;Lämmelgasse;Magistrat der Stadt Wien;48.2131115;16.3517934;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
57;Herrngasse 59;59;49;14;;Herrngasse;Magistrat der Stadt Wien;48.2132491;16.3512126;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
58;Herrngasse 60;60;50;15;;Herrngasse;Magistrat der Stadt Wien;48.2132198;16.3505467;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
59;Herrngasse 61;61;51;214;;Herrngasse;Magistrat der Stadt Wien;48.2131872;16.3497698;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
60;Kochgasse 62;62;52;215;;Kochgasse;Magistrat der Stadt Wien;48.2127623;16.3496717;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
61;Kochgasse 63;63;53;216;;Kochgasse;Magistrat der Stadt Wien;48.2126144;16.3496795;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
62;Kochgasse 64;64;54;217;;Kochgasse;Magistrat der Stadt Wien;48.2124768;16.3496872;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
63;Kochgasse 65;65;55;226;;Kochgasse;Magistrat der Stadt Wien;48.2123272;16.3496975;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
64;Kochgasse 66;66;56;225;;Kochgasse;Magistrat der Stadt Wien;48.2121775;16.3496872;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
65;Kochgasse 67;67;57;241;;Kochgasse;Magistrat der Stadt Wien;48.2120451;16.349682;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
66;Kochgasse 68;68;58;224;;Kochgasse;Magistrat der Stadt Wien;48.2119281;16.3497001;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
67;Florianigasse 69;69;59;220;;Florianigasse;Magistrat der Stadt Wien;48.2118456;16.3500124;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
68;Florianigasse 70;70;256;;;Florianigasse;Magistrat der Stadt Wien;48.2118748;16.3503764;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
69;Florianigasse 71;71;60;221;;Florianigasse;Magistrat der Stadt Wien;48.2119694;16.348869;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
70;Florianigasse 72;72;61;200;;Florianigasse;Magistrat der Stadt Wien;48.2119402;16.3491219;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
71;Florianigasse 73;73;62;201;;Florianigasse;Magistrat der Stadt Wien;48.2119075;16.3493929;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
72;Florianigasse 74;74;63;202;;Florianigasse;Magistrat der Stadt Wien;48.2121294;16.3494678;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
73;Kochgasse 75;75;64;206;;Kochgasse;Magistrat der Stadt Wien;48.2122893;16.3494575;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
74;Kochgasse 76;76;65;208;;Kochgasse;Magistrat der Stadt Wien;48.2124682;16.3494472;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
75;Dietrichgasse 77;77;66;"222;223";;Dietrichgasse;Magistrat der Stadt Wien;48.2125215;16.3489567;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
76;Dietrichgasse 78;78;68;;;Dietrichgasse;Magistrat der Stadt Wien;48.2126849;16.3490884;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
77;Kochgasse 79;79;69;;;Kochgasse;Magistrat der Stadt Wien;48.2127795;16.3494239;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
78;Kochgasse 80;80;70;213;;Kochgasse;Magistrat der Stadt Wien;48.212955;16.3494265;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
79;Herrngasse 81;81;71;203;;Herrngasse;Magistrat der Stadt Wien;48.2131579;16.3492949;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
80;Herrngasse 82;82;72;190;;Herrngasse;Magistrat der Stadt Wien;48.2131562;16.3490238;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
81;Herrngasse 83;83;73;210;;Herrngasse;Magistrat der Stadt Wien;48.213139;16.3487554;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
82;Gärtnergasse 84;84;67;;;Gärtnergasse;Magistrat der Stadt Wien;48.2127142;16.3486909;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
83;Florianigasse 85;85;264;;;Florianigasse;Magistrat der Stadt Wien;48.2122859;16.3466311;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
84;Florianigasse 86;86;74;207;;Florianigasse;Magistrat der Stadt Wien;48.212052;16.3480301;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
85;Florianigasse 87;87;75;191;;Florianigasse;Magistrat der Stadt Wien;48.2119935;16.3484199;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
86;Gärtnergasse 88;88;76;;;Gärtnergasse;Magistrat der Stadt Wien;48.2125783;16.3484947;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
87;Gärtnergasse 89;89;77;;;Gärtnergasse;Magistrat der Stadt Wien;48.2128449;16.3484508;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
88;Herrngasse 90;90;254;;;Herrngasse;Magistrat der Stadt Wien;48.2130375;16.3484379;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
89;Herrngasse 91;91;78;16;;Herrngasse;Magistrat der Stadt Wien;48.2130289;16.3475474;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
90;Herrngasse 92;92;257;;;Herrngasse;Magistrat der Stadt Wien;48.2130341;16.3471319;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
91;Herrngasse 93;93;258;;;Herrngasse;Magistrat der Stadt Wien;48.2130272;16.3468092;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
92;Herrngasse 94;94;259;;;Herrngasse;Magistrat der Stadt Wien;48.2130238;16.3464892;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
93;Herrngasse 95;95;260;;;Herrngasse;Magistrat der Stadt Wien;48.2130117;16.346164;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
94;Kaserngasse 96;96;79;17;;Kaserngasse;Magistrat der Stadt Wien;48.2126832;16.3459523;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
95;Kaserngasse 97;97;70;213;;Kaserngasse;Stift Schotten;48.2130134;16.3456038;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
96;Herrngasse 98;98;81;18;;Herrngasse;Magistrat der Stadt Wien;48.2132233;16.34763;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
97;Herrngasse 99;99;246;;;Herrngasse;Magistrat der Stadt Wien;48.2133299;16.3488819;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
98;Herrngasse 100;100;82;177;;Herrngasse;Magistrat der Stadt Wien;48.2133454;16.3490755;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
99;Herrngasse 101;101;"83;84";"21;178";;Herrngasse;Magistrat der Stadt Wien;48.2133935;16.3497001;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
100;Herrngasse 102;102;90;25;;Herrngasse;Magistrat der Stadt Wien;48.2134211;16.3503015;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
101;Herrngasse 103;103;85;24;;Herrngasse;Magistrat der Stadt Wien;48.2134572;16.3510965;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
102;Herrngasse 104;104;86;144;Normalschule der Gemeinde Alsergrund;Herrngasse;Magistrat der Stadt Wien;48.2135277;16.3529265;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
103;Alsergasse oder Hauptstraße 105;105;87;22;P. P. Minoriten-Kloster und Kirche;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2147127;16.3524774;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
104;Alsergasse oder Hauptstraße 106;106;255;;Fräulein-Pensionat;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2147936;16.351765;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
105;Alsergasse oder Hauptstraße 107;107;88;23;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2148125;16.3514398;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
106;Alsergasse oder Hauptstraße 108;108;89;24;K. K. Findelhaus;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2148658;16.3508694;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
107;Alsergasse oder Hauptstraße 109;109;90;25;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2148985;16.3502705;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
108;Alsergasse oder Hauptstraße 110;110;91;26;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2149122;16.3499479;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
109;Alsergasse oder Hauptstraße 111;111;92;163;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2149054;16.3496433;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
110;Blumengasse 112;112;93;169;;Blumengasse;Magistrat der Stadt Wien;48.2143378;16.3495736;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
111;Blumengasse 112;112;93;169;;Blumengasse;Magistrat der Stadt Wien;48.2142122;16.349584;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
112;Blumengasse 114;114;95;188;;Blumengasse;Magistrat der Stadt Wien;48.2140815;16.349584;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
113;Blumengasse 115;115;96;187;;Blumengasse;Magistrat der Stadt Wien;48.2139336;16.349584;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
114;Blumengasse 116;116;97;199;;Blumengasse;Magistrat der Stadt Wien;48.2138098;16.3495891;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
115;Blumengasse 117;117;98;204;;Blumengasse;Magistrat der Stadt Wien;48.2136842;16.3495891;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
116;Blumengasse 118;118;99;200;;Blumengasse;Magistrat der Stadt Wien;48.2134417;16.3494265;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
117;Blumengasse 119;119;100;195;;Blumengasse;Magistrat der Stadt Wien;48.2136842;16.3494394;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
118;Blumengasse 120;120;101;194;;Blumengasse;Magistrat der Stadt Wien;48.2138046;16.3494342;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
119;Blumengasse 121;121;102;189;;Blumengasse;Magistrat der Stadt Wien;48.2139508;16.3494291;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
120;Blumengasse 122;122;103;171;;Blumengasse;Magistrat der Stadt Wien;48.214109;16.3494162;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
121;Blumengasse 123;123;104;176;;Blumengasse;Magistrat der Stadt Wien;48.2143068;16.3494084;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
122;Hauptstraße 124;124;105;164;;Hauptstraße;Magistrat der Stadt Wien;48.2149037;16.3492794;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
123;Hauptstraße 125;125;106;27;;Hauptstraße;Magistrat der Stadt Wien;48.2148022;16.3489413;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
124;Hohlweggasse 126;126;107;19;;Hohlweggasse;Magistrat der Stadt Wien;48.2145958;16.3483476;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
125;Alsergasse oder Hauptstraße 127;127;265;;;Alsergasse oder Hauptstraße;Stift Schotten;48.2150619;16.3485954;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
126;Hauptstraße 280;280;;;;Hauptstraße;Magistrat der Stadt Wien;48.2146095;16.3485283;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
127;Hauptstraße 281;281;;;;Hauptstraße;Stift Schotten;48.2150722;16.3482469;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
128;Alsergasse oder Hauptstraße 128;128;108;28;;Alsergasse oder Hauptstraße;Stift Schotten;48.2150825;16.3479088;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
129;Alsergasse oder Hauptstraße 129;129;109;29;;Alsergasse oder Hauptstraße;Stift Schotten;48.2150963;16.3475242;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
130;Alsergasse oder Hauptstraße 130;130;110;30;;Alsergasse oder Hauptstraße;Stift Schotten;48.2151152;16.3471835;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
131;Alsergasse oder Hauptstraße 131;131;111;31;;Alsergasse oder Hauptstraße;Stift Schotten;48.2151238;16.3468118;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
132;Alsergasse oder Hauptstraße 132;132;112;32;;Alsergasse oder Hauptstraße;Stift Schotten;48.2151479;16.3464969;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
133;Alsergasse oder Hauptstraße 133;133;113;33;;Alsergasse oder Hauptstraße;Stift Schotten;48.2151668;16.3460555;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
134;Feldgasse 134;134;114;34;;Feldgasse;Stift Schotten;48.2145373;16.3457406;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
135;Feldgasse 135;135;115;35;;Feldgasse;Stift Schotten;48.2143;16.3456942;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
136;Feldgasse 136;136;115;35;;Feldgasse;Stift Schotten;48.2138786;16.345658;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
137;An der Linie 137;137;"116;117;118;119";"37;38;39;40";Hernalser Linien-Mauth-Gebäude;An der Linie;Magistrat der Stadt Wien;48.2152631;16.3432602;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
138;Nächst der Hernalser Linie 279;279;;;;Nächst der Hernalser Linie;Magistrat der Stadt Wien;48.2157619;16.343415;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
139;Hauptstraße 138;138;120;36;;Hauptstraße;Domkapitel;48.215411;16.3453715;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
140;Hauptstraße 139;139;121;41;;Hauptstraße;Domkapitel;48.2156122;16.3453586;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
141;Hauptstraße 140;140;122;42;;Hauptstraße;Domkapitel;48.2155847;16.3456374;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
142;Alsergasse oder Hauptstraße 141;141;123;43;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2155469;16.3459342;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
143;Alsergasse oder Hauptstraße 142;142;124;44;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2155211;16.346244;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
144;Alsergasse oder Hauptstraße 143;143;125;45;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2154901;16.3466389;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
145;Alsergasse oder Hauptstraße 144;144;126;46;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2154575;16.347039;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
146;Alsergasse oder Hauptstraße 145;145;127;47;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2154179;16.3474468;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
147;Alsergasse oder Hauptstraße 146;146;128;48;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2153801;16.3479294;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
148;Alsergasse oder Hauptstraße 147;147;129;49;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2153646;16.3484379;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
149;Alsergasse oder Hauptstraße 148;148;130;50;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2153181;16.3487967;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
150;Alsergasse oder Hauptstraße 149;149;131;51;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.215282;16.3491942;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
151;Alsergasse oder Hauptstraße 150;150;132;52;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2152545;16.3494988;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
152;Alsergasse oder Hauptstraße 151;151;133;53;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2152339;16.3497362;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
153;Alsergasse oder Hauptstraße 152;152;134;54;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2152081;16.3499789;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
154;Alsergasse oder Hauptstraße 153;153;135;55;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.215184;16.3502241;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
155;Alsergasse oder Hauptstraße 154;154;136;56;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2151582;16.3504693;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
156;Alsergasse oder Hauptstraße 155;155;137;57;;Alsergasse oder Hauptstraße;Magistrat der Stadt Wien;48.2151272;16.3507919;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
157;Adlergasse 156;156;138;158;;Adlergasse;Magistrat der Stadt Wien;48.2158634;16.3500795;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
158;Adlergasse 157;157;139;72;;Adlergasse;"Magistrat der Stadt Wien;Domkapitel";48.2164567;16.344974;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
159;Am Alserbach 158;158;14;142;;Am Alserbach;Domkapitel;48.2165582;16.3453535;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
160;Am Alserbach 159;159;281;;;Am Alserbach;Magistrat der Stadt Wien;48.2172599;16.3462182;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
161;Am Alserbach 160;160;282;;;Am Alserbach;Magistrat der Stadt Wien;48.2173648;16.3464918;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
162;Am Alserbach 161;161;263;;;Am Alserbach;Magistrat der Stadt Wien;48.2170174;16.3471912;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
163;Adlergasse 162;162;163;71;;Adlergasse;Magistrat der Stadt Wien;48.2163449;16.3459859;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
164;Adlergasse 163;163;162;70;;Adlergasse;Magistrat der Stadt Wien;48.2163363;16.346111;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
165;Adlergasse 164;164;161;69;;Adlergasse;Magistrat der Stadt Wien;48.2163131;16.346342;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
166;Adlergasse 165;165;160;68;;Adlergasse;Magistrat der Stadt Wien;48.2162925;16.3465718;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
167;Adlergasse 166;166;159;67;;Adlergasse;Magistrat der Stadt Wien;48.216271;16.3468389;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
168;Adlergasse 167;167;158;66;;Adlergasse;Magistrat der Stadt Wien;48.2162443;16.3470996;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
169;Adlergasse 168;168;157;65;;Adlergasse;Magistrat der Stadt Wien;48.2162151;16.347439;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
170;Adlergasse 169;169;156;64;;Adlergasse;Magistrat der Stadt Wien;48.216185;16.3478817;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
171;Adlergasse 170;170;155;63;;Adlergasse;Magistrat der Stadt Wien;48.2161445;16.3484018;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
172;Adlergasse 171;171;154;62;;Adlergasse;Magistrat der Stadt Wien;48.2161153;16.3488457;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
173;Adlergasse 172;172;153;61;;Adlergasse;Magistrat der Stadt Wien;48.2160715;16.3492962;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
174;Höfergasse 173;173;152;232;;Höfergasse;Magistrat der Stadt Wien;48.2160465;16.3496782;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
175;Radlergasse 176;176;148;;;Radlergasse;Magistrat der Stadt Wien;48.2173201;16.3499156;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
176;Radlergasse 177;177;166;143;;Radlergasse;Magistrat der Stadt Wien;48.2175041;16.3498588;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
177;Radlergasse 178;178;167;243;;Radlergasse;Magistrat der Stadt Wien;48.2175901;16.3501015;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
178;Höfergasse 175;175;150;;;Höfergasse;Magistrat der Stadt Wien;48.2171188;16.3498905;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
179;Radlergasse 178;178;167;243;;Radlergasse;Magistrat der Stadt Wien;48.2168291;16.3498569;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
180;Höfergasse 179;179;168;95;;Höfergasse;Magistrat der Stadt Wien;48.2166244;16.349844;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
181;Höfergasse 180;180;147;238;;Höfergasse;Magistrat der Stadt Wien;48.2173183;16.3500428;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
182;Höfergasse 181;181;149;;;Höfergasse;Magistrat der Stadt Wien;48.2171403;16.3500182;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
183;Höfergasse 182;182;146;237;;Höfergasse;Magistrat der Stadt Wien;48.21702;16.3499989;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
184;Höfergasse 183;183;145;236;;Höfergasse;Magistrat der Stadt Wien;48.2168574;16.3499834;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
185;Höfergasse 184;184;144;235;;Höfergasse;Magistrat der Stadt Wien;48.2167009;16.3499666;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
186;Höfergasse 185;185;143;234;;Höfergasse;Magistrat der Stadt Wien;48.216578;16.3499498;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
187;Höfergasse 186;186;142;233;;Höfergasse;Magistrat der Stadt Wien;48.2164249;16.3499331;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
188;Höfergasse 187;187;141;60;;Höfergasse;Magistrat der Stadt Wien;48.2161162;16.3498943;Alservorstadt;Alservorstadt;Behsel Stadtplan, WStLA, P1: 295/15G
