id;Adresse;Hausnummer;alte_1795_1821;ältere_1770_1795;Hausinhaber;Gassen und Plätze;Grundobrigkeit;Vorstadt;lat;lon;reference;Viertel
117;Schloßgasse 64;64;31;30;;Schloßgasse;Herrschaft Hundsthurm;Hundsthurm;48.188139;16.3477864;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
118;Schloßgasse 62;62;34;33;;Schloßgasse;Herrschaft Hundsthurm;Hundsthurm;48.1879764;16.3476293;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
119;Schloßgasse 62;62;34;33;;Schloßgasse;Herrschaft Hundsthurm;Hundsthurm;48.1878342;16.3474582;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
120;Hundsthurmer Hauptstraße 67;67;34;33;;Hundsthurmer Hauptstraße;Herrschaft Hundsthurm;Hundsthurm;48.1880561;16.346926;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
121;Hundsthurmer Hauptstraße 68;68;35;34;;Hundsthurmer Hauptstraße;Herrschaft Hundsthurm;Hundsthurm;48.1881124;16.3466212;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
122;Hundsthurmer Hauptstraße 69;69;36;35;;Hundsthurmer Hauptstraße;Herrschaft Hundsthurm;Hundsthurm;48.1880405;16.3464231;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
123;Hundsthurmer Hauptstraße 70;70;37;36;;Hundsthurmer Hauptstraße;Herrschaft Hundsthurm;Hundsthurm;48.18796;16.3462531;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
124;Hundsthurmer Hauptstraße 71;71;38;37;;Hundsthurmer Hauptstraße;Herrschaft Hundsthurm;Hundsthurm;48.1878873;16.3460996;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
125;Hundsthurmer Hauptstraße 82;82;49;48;;Hundsthurmer Hauptstraße;Herrschaft Hundsthurm;Hundsthurm;48.1881202;16.3460269;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
126;Hundsthurmer Hauptstraße 81;81;48;47;;Hundsthurmer Hauptstraße;Herrschaft Hundsthurm;Hundsthurm;48.1880522;16.3458499;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
127;Hundsthurmer Hauptstraße 80;80;47;46;;Hundsthurmer Hauptstraße;Herrschaft Hundsthurm;Hundsthurm;48.1879358;16.3455791;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
128;Hundsthurmer Hauptstraße 72;72;39;38;;Hundsthurmer Hauptstraße;Herrschaft Hundsthurm;Hundsthurm;48.1877662;16.3460679;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
129;Hundsthurmer Hauptstraße 73;73;40;39;;Hundsthurmer Hauptstraße;Herrschaft Hundsthurm;Hundsthurm;48.187749;16.3457573;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
130;Hundsthurmer Hauptstraße 74;74;41;40;;Hundsthurmer Hauptstraße;Herrschaft Hundsthurm;Hundsthurm;48.1875474;16.3458358;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
131;Hundsthurmer Hauptstraße 75;75;42;41;K. K. Linien und Mauthhäuser;Hundsthurmer Hauptstraße;Herrschaft Hundsthurm;Hundsthurm;48.1876115;16.3454021;Behsel Stadtplan, WStLA, P1: 295/100;Hundsthurm
