id;Adresse;Hausnummer;alte_1795_1821;‰ltere_1770_1795;Hausinhaber;Gassen und Pl‰tze;Grundobrigkeit;Latitude;Longitude;Vorstadt;Viertel;reference
0;Am Glacis 1;1;1;1;;Am Glacis;Magistrat der Stadt Wien;48.2074249;16.3551218;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
1;Schwibbogengasse 2;2;169;;;Schwibbogengasse;Magistrat der Stadt Wien;48.207485;16.3534398;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
2;Schwibbogengasse 3;3;2;62;;Schwibbogengasse;Magistrat der Stadt Wien;48.2076526;16.3535204;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
3;Schwibbogengasse 4;4;3;63;;Schwibbogengasse;Magistrat der Stadt Wien;48.2076969;16.3537743;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
4;Schwibbogengasse 5;5;4;;;Schwibbogengasse;Magistrat der Stadt Wien;48.2077538;16.3541871;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
5;Schwibbogengasse 6;6;5;2;;Schwibbogengasse;Magistrat der Stadt Wien;48.207923;16.3549438;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
6;Am Glacis 7;7;6;3;;Am Glacis;Magistrat der Stadt Wien;48.20807;16.354894;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
7;Am Glacis 8;8;7;4;;Am Glacis;Magistrat der Stadt Wien;48.208206;16.3548513;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
8;Am Glacis 9;9;8;5;;Am Glacis;Magistrat der Stadt Wien;48.2083372;16.3547991;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
9;Am Glacis 10;10;9;6;;Am Glacis;Magistrat der Stadt Wien;48.2084858;16.3547161;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
10;Josephgasse 11;11;10;55;;Josephgasse;Magistrat der Stadt Wien;48.2083198;16.3535679;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
11;Josephgasse 12;12;11;56;;Josephgasse;Magistrat der Stadt Wien;48.208285;16.353314;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
12;Josephgasse 13;13;12;57;;Josephgasse;Magistrat der Stadt Wien;48.2082597;16.3531029;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
13;Josephgasse 14;14;"13;66";58;;Josephgasse;Magistrat der Stadt Wien;48.2082281;16.3528229;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
14;Josephgasse 15;15;14;50;;Josephgasse;Magistrat der Stadt Wien;48.2083973;16.3529273;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
15;Josephgasse 16;16;15;51;;Josephgasse;Magistrat der Stadt Wien;48.2084605;16.3535228;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
16;Josephgasse 17;17;16;52;;Josephgasse;Magistrat der Stadt Wien;48.2084858;16.3537766;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
17;Josephgasse 18;18;17;53;;Josephgasse;Magistrat der Stadt Wien;48.2085111;16.3539474;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
18;Josephgasse 19;19;18;54;;Josephgasse;Magistrat der Stadt Wien;48.2085317;16.3541278;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
19;Am Glacis 20;20;19;7;;Am Glacis;Magistrat der Stadt Wien;48.2086534;16.3546876;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
20;Am Glacis 21;21;20;8;;Am Glacis;Magistrat der Stadt Wien;48.2087735;16.3546592;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
21;Am Glacis 22;22;21;9;;Am Glacis;Magistrat der Stadt Wien;48.2088716;16.3546307;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
22;Am Glacis 23;23;22;10;;Am Glacis;Magistrat der Stadt Wien;48.2089728;16.3546046;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
23;Am Glacis 24;24;23;11;;Am Glacis;Magistrat der Stadt Wien;48.2090629;16.3545761;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
24;Kaiserstraﬂe 25;25;24;12;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.2091435;16.354486;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
25;Kaiserstraﬂe 26;26;25;43;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.2090328;16.3543152;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
26;Kaiserstraﬂe 27;27;26;44;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.2091593;16.3541918;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
27;Kaiserstraﬂe 28;28;27;44;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.209172;16.3538976;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
28;Kaiserstraﬂe 29;29;162;;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.209183;16.3536106;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
29;Kaiserstraﬂe 30;30;28;;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.2091957;16.3533093;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
30;Kaiserstraﬂe 31;31;29;45;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.2092099;16.3530032;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
31;Kaiserstraﬂe 32;32;29;45;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.2092162;16.352868;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
32;Kaiserstraﬂe 33;33;30;46;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.2092415;16.3525406;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
33;Kaiserstraﬂe 34;34;31;37;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.2093965;16.3524007;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
34;Kaiserstraﬂe 35;35;32;38;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.2093775;16.3526498;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
35;Kaiserstraﬂe 36;36;33;39;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.2093585;16.3529629;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
36;Kaiserstraﬂe 37;37;34;40;;Kaiserstraﬂe;Stift Schotten;48.2093348;16.3533449;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
37;Kaiserstraﬂe 38;38;36;41;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.2093206;16.3536604;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
38;Kaiserstraﬂe 39;39;36;42;;Kaiserstraﬂe;Magistrat der Stadt Wien;48.2092842;16.3541349;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
39;Am Glacis 40;40;37;13;;Am Glacis;Magistrat der Stadt Wien;48.2094281;16.3544741;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
40;Am Glacis 41;41;38;14;;Am Glacis;Magistrat der Stadt Wien;48.2096747;16.3544006;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
41;Am Glacis 42;42;39;15;;Am Glacis;Magistrat der Stadt Wien;48.2098676;16.3543104;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
42;Am Glacis 43;43;40;16;;Am Glacis;Magistrat der Stadt Wien;48.2100763;16.3542013;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
43;Am Glacis 44;44;41;17;;Am Glacis;Magistrat der Stadt Wien;48.2102739;16.3540945;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
44;Am Glacis 45;45;42;17;;Am Glacis;Magistrat der Stadt Wien;48.2104763;16.3539902;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
45;Am Glacis 46;46;43;18;;Am Glacis;Magistrat der Stadt Wien;48.2106992;16.3536675;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
46;Am Glacis 47;47;44;19;;Am Glacis;Magistrat der Stadt Wien;48.2109742;16.3538881;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
47;Am Glacis 48;48;45;20;;Am Glacis;Magistrat der Stadt Wien;48.2112304;16.3534089;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
48;Am Glacis 49;49;46;;;Am Glacis;Magistrat der Stadt Wien;48.2114628;16.3538431;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
49;Florianigassse 51;51;48;22;;Florianigassse;Stift Schotten;48.2119465;16.3527779;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
50;Florianigassse 52;52;49;23;;Florianigassse;Stift Schotten;48.2119117;16.3524979;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
51;Florianigassse 53;53;50;24;;Florianigassse;Magistrat der Stadt Wien;48.211858;16.352135;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
52;Lange Gasse 54;54;51;25;;Lange Gasse;Magistrat der Stadt Wien;48.2116825;16.3515608;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
53;Lange Gasse 55;55;52;26;;Lange Gasse;Magistrat der Stadt Wien;48.2115165;16.3516201;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
54;Lange Gasse 56;56;53;27;;Lange Gasse;Magistrat der Stadt Wien;48.2113521;16.3516723;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
55;Lange Gasse 57;57;54;28;;Lange Gasse;Magistrat der Stadt Wien;48.2111798;16.3517222;Josephstadt;Josephstadt;Behsel Stadtplan, WStLA, P1: 295/14G
