id;Adresse;Hausnummer;alte_1795_1821;‰ltere_1770_1795;Hausinhaber;Gassen und Pl‰tze;Grundobrigkeit;Vorstadt;Viertel;Latitude;Longitude;reference
979;Neue Gasse 137;137;89;;Gemeindehaus;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2088614;16.3456352;Behsel Stadtplan, WStLA, P1: 295/12G
980;Neue Gasse 138;138;90;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2090765;16.3455828;Behsel Stadtplan, WStLA, P1: 295/12G
981;Neue Gasse 139;139;91;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.209309;16.3455253;Behsel Stadtplan, WStLA, P1: 295/12G
982;Neue Gasse 140;140;92;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2095868;16.3454712;Behsel Stadtplan, WStLA, P1: 295/12G
983;Neue Gasse 141;141;93;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2097356;16.3454381;Behsel Stadtplan, WStLA, P1: 295/12G
984;Neue Gasse 142;142;94;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2099169;16.3454189;Behsel Stadtplan, WStLA, P1: 295/12G
985;Neue Gasse 143;143;95;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2101191;16.3454276;Behsel Stadtplan, WStLA, P1: 295/12G
986;Neue Gasse 144;144;97;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2098867;16.3455793;Behsel Stadtplan, WStLA, P1: 295/12G
987;Neue Gasse 145;145;98;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2097053;16.3456107;Behsel Stadtplan, WStLA, P1: 295/12G
988;Neue Gasse 146;146;99;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2095693;16.3456299;Behsel Stadtplan, WStLA, P1: 295/12G
989;Neue Gasse 147;147;100;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2094078;16.3456596;Behsel Stadtplan, WStLA, P1: 295/12G
990;Neue Gasse 148;148;101;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2093043;16.3456788;Behsel Stadtplan, WStLA, P1: 295/12G
991;Neue Gasse 149;149;102;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2091474;16.3457206;Behsel Stadtplan, WStLA, P1: 295/12G
992;Neue Gasse 150;150;103;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2089788;16.3457608;Behsel Stadtplan, WStLA, P1: 295/12G
993;Neue Gasse 151;151;104;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2087824;16.3457991;Behsel Stadtplan, WStLA, P1: 295/12G
994;Neue Gasse 152;152;182;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2086882;16.3462788;Behsel Stadtplan, WStLA, P1: 295/12G
995;Neue Gasse 153;153;105;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2084848;16.3465404;Behsel Stadtplan, WStLA, P1: 295/12G
996;Neue Gasse 154;154;106;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2085209;16.346291;Behsel Stadtplan, WStLA, P1: 295/12G
997;Neue Gasse 155;155;107;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2085604;16.3460869;Behsel Stadtplan, WStLA, P1: 295/12G
998;Neue Gasse 156;156;108;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.208579;16.3458462;Behsel Stadtplan, WStLA, P1: 295/12G
999;Neue Gasse 157;157;109;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2084279;16.3458829;Behsel Stadtplan, WStLA, P1: 295/12G
1000;Neue Gasse 158;158;110;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2083163;16.345909;Behsel Stadtplan, WStLA, P1: 295/12G
1001;Neue Gasse 159;159;111;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2082372;16.3459247;Behsel Stadtplan, WStLA, P1: 295/12G
1002;Neue Gasse 160;160;112;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2081384;16.3459247;Behsel Stadtplan, WStLA, P1: 295/12G
1003;Neue Gasse 161;161;113;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.208035;16.345923;Behsel Stadtplan, WStLA, P1: 295/12G
1004;Neue Gasse 162;162;114;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2078176;16.3458933;Behsel Stadtplan, WStLA, P1: 295/12G
1005;Neue Gasse 237;237;;;;Neue Gasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2075514;16.345841;Behsel Stadtplan, WStLA, P1: 295/12G
1006;Altlerchenfelder-Hauptstraﬂe 163;163;115;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2071713;16.3456962;Behsel Stadtplan, WStLA, P1: 295/12G
1007;Altlerchenfelder-Hauptstraﬂe 164;164;116;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.207141;16.3458061;Behsel Stadtplan, WStLA, P1: 295/12G
1008;Altlerchenfelder-Hauptstraﬂe 165;165;117;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2071213;16.3459142;Behsel Stadtplan, WStLA, P1: 295/12G
1009;Altlerchenfelder-Hauptstraﬂe 166;166;118;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2070957;16.3460503;Behsel Stadtplan, WStLA, P1: 295/12G
1010;Altlerchenfelder-Hauptstraﬂe 167;167;119;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2070573;16.3462125;Behsel Stadtplan, WStLA, P1: 295/12G
1011;Altlerchenfelder-Hauptstraﬂe 168;168;120;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2070202;16.3463904;Behsel Stadtplan, WStLA, P1: 295/12G
1012;Altlerchenfelder-Hauptstraﬂe 169;169;121;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2070039;16.3465474;Behsel Stadtplan, WStLA, P1: 295/12G
1013;Altlerchenfelder-Hauptstraﬂe 170;170;122;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2069888;16.3466346;Behsel Stadtplan, WStLA, P1: 295/12G
1014;Altlerchenfelder-Hauptstraﬂe 171;171;123;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2069574;16.346762;Behsel Stadtplan, WStLA, P1: 295/12G
1015;Altlerchenfelder-Hauptstraﬂe 172;172;124;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2069062;16.3469852;Behsel Stadtplan, WStLA, P1: 295/12G
1016;Altlerchenfelder-Hauptstraﬂe 173;173;125;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2068562;16.3471562;Behsel Stadtplan, WStLA, P1: 295/12G
1017;Altlerchenfelder-Hauptstraﬂe 174;174;126;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2068283;16.34728;Behsel Stadtplan, WStLA, P1: 295/12G
1018;Altlerchenfelder-Hauptstraﬂe 175;175;127;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2067923;16.3473934;Behsel Stadtplan, WStLA, P1: 295/12G
1019;Altlerchenfelder-Hauptstraﬂe 176;176;128;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2067691;16.347512;Behsel Stadtplan, WStLA, P1: 295/12G
1020;Altlerchenfelder-Hauptstraﬂe 177;177;129;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2067365;16.3476498;Behsel Stadtplan, WStLA, P1: 295/12G
1021;Altlerchenfelder-Hauptstraﬂe 178;178;130;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2067016;16.3477893;Behsel Stadtplan, WStLA, P1: 295/12G
1022;Altlerchenfelder-Hauptstraﬂe 179;179;131;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2066749;16.3479289;Behsel Stadtplan, WStLA, P1: 295/12G
1023;Altlerchenfelder-Hauptstraﬂe 180;180;186;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2070992;16.3451869;Behsel Stadtplan, WStLA, P1: 295/12G
1024;Altlerchenfelder-Hauptstraﬂe 181;181;133;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2071469;16.3449636;Behsel Stadtplan, WStLA, P1: 295/12G
1025;Altlerchenfelder-Hauptstraﬂe 182;182;134;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2072306;16.3446706;Behsel Stadtplan, WStLA, P1: 295/12G
1026;Altlerchenfelder-Hauptstraﬂe 235;235;;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2072573;16.3445171;Behsel Stadtplan, WStLA, P1: 295/12G
1027;Altlerchenfelder-Hauptstraﬂe 183;183;135;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2072887;16.3444281;Behsel Stadtplan, WStLA, P1: 295/12G
1028;Altlerchenfelder-Hauptstraﬂe 184;184;136;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2073108;16.3443357;Behsel Stadtplan, WStLA, P1: 295/12G
1029;Altlerchenfelder-Hauptstraﬂe 185;185;137;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2073305;16.344245;Behsel Stadtplan, WStLA, P1: 295/12G
1030;Altlerchenfelder-Hauptstraﬂe 186;186;138;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2073654;16.3441665;Behsel Stadtplan, WStLA, P1: 295/12G
1031;Altlerchenfelder-Hauptstraﬂe 187;187;139;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.207384;16.3440863;Behsel Stadtplan, WStLA, P1: 295/12G
1032;Altlerchenfelder-Hauptstraﬂe 188;188;140;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2074084;16.3439921;Behsel Stadtplan, WStLA, P1: 295/12G
1033;Altlerchenfelder-Hauptstraﬂe 198;198;;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2074351;16.3438822;Behsel Stadtplan, WStLA, P1: 295/12G
1034;Altlerchenfelder-Hauptstraﬂe 190;190;142;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.207477;16.3436973;Behsel Stadtplan, WStLA, P1: 295/12G
1035;Altlerchenfelder-Hauptstraﬂe 191;191;143;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2075084;16.3435333;Behsel Stadtplan, WStLA, P1: 295/12G
1036;Altlerchenfelder-Hauptstraﬂe 192;192;144;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.207534;16.3433955;Behsel Stadtplan, WStLA, P1: 295/12G
1037;Altlerchenfelder-Hauptstraﬂe 193;193;145;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.207613;16.3429281;Behsel Stadtplan, WStLA, P1: 295/12G
1038;Altlerchenfelder-Hauptstraﬂe 194;194;146;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2076362;16.3427746;Behsel Stadtplan, WStLA, P1: 295/12G
1039;Altlerchenfelder-Hauptstraﬂe 195;195;147;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2076607;16.3426577;Behsel Stadtplan, WStLA, P1: 295/12G
1040;Altlerchenfelder-Hauptstraﬂe 196;196;148;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2076827;16.3425687;Behsel Stadtplan, WStLA, P1: 295/12G
1041;Altlerchenfelder-Hauptstraﬂe 197;197;149;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2076932;16.3424711;Behsel Stadtplan, WStLA, P1: 295/12G
1042;Altlerchenfelder-Hauptstraﬂe 198;198;;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2077234;16.3423577;Behsel Stadtplan, WStLA, P1: 295/12G
1043;Altlerchenfelder-Hauptstraﬂe 199;199;150;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2077606;16.3421588;Behsel Stadtplan, WStLA, P1: 295/12G
1044;Altlerchenfelder-Hauptstraﬂe 200;200;151;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2077978;16.34196;Behsel Stadtplan, WStLA, P1: 295/12G
1045;Altlerchenfelder-Hauptstraﬂe 201;201;152;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2078257;16.3418065;Behsel Stadtplan, WStLA, P1: 295/12G
1046;Altlerchenfelder-Hauptstraﬂe 202;202;;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2078525;16.3416652;Behsel Stadtplan, WStLA, P1: 295/12G
1047;Altlerchenfelder-Hauptstraﬂe 203;203;153;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2078885;16.3415187;Behsel Stadtplan, WStLA, P1: 295/12G
1048;Altlerchenfelder-Hauptstraﬂe 204;204;154;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2079071;16.3413931;Behsel Stadtplan, WStLA, P1: 295/12G
1049;Altlerchenfelder-Hauptstraﬂe 205;205;155;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2079234;16.3412762;Behsel Stadtplan, WStLA, P1: 295/12G
1050;Altlerchenfelder-Hauptstraﬂe 206;206;156;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2079443;16.3411803;Behsel Stadtplan, WStLA, P1: 295/12G
1051;Altlerchenfelder-Hauptstraﬂe 207;207;157;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2079664;16.3410704;Behsel Stadtplan, WStLA, P1: 295/12G
1052;Altlerchenfelder-Hauptstraﬂe 208;208;158;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2079885;16.3409727;Behsel Stadtplan, WStLA, P1: 295/12G
1053;Altlerchenfelder-Hauptstraﬂe 209;209;159;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2080105;16.3408541;Behsel Stadtplan, WStLA, P1: 295/12G
1054;Altlerchenfelder-Hauptstraﬂe 210;210;160;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2080361;16.3407181;Behsel Stadtplan, WStLA, P1: 295/12G
1055;Altlerchenfelder-Hauptstraﬂe 211;211;161;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2080617;16.3405716;Behsel Stadtplan, WStLA, P1: 295/12G
1056;Altlerchenfelder-Hauptstraﬂe 212;212;162;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2080849;16.3404669;Behsel Stadtplan, WStLA, P1: 295/12G
1057;Altlerchenfelder-Hauptstraﬂe 213;213;163;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2081035;16.3403745;Behsel Stadtplan, WStLA, P1: 295/12G
1058;Altlerchenfelder-Hauptstraﬂe 214;214;;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2081373;16.3402227;Behsel Stadtplan, WStLA, P1: 295/12G
1059;Altlerchenfelder-Hauptstraﬂe 215;215;;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.208193;16.3400082;Behsel Stadtplan, WStLA, P1: 295/12G
1060;Altlerchenfelder-Hauptstraﬂe 216;216;;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2082454;16.3398006;Behsel Stadtplan, WStLA, P1: 295/12G
1061;Altlerchenfelder-Hauptstraﬂe 217;217;;;;Altlerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2082767;16.3396401;Behsel Stadtplan, WStLA, P1: 295/12G
1062;Lerchenfelder-Hauptstraﬂe 233;233;;;;Lerchenfelder-Hauptstraﬂe;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2083128;16.3394831;Behsel Stadtplan, WStLA, P1: 295/12G
1063;Kaisergasse 230;230;169;;;Kaisergasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2094949;16.3493801;Behsel Stadtplan, WStLA, P1: 295/12G
1064;Kaisergasse 231;231;170;;;Kaisergasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2094729;16.3496592;Behsel Stadtplan, WStLA, P1: 295/12G
1065;Rother Hof 218;218;171;;;Rother Hof;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.206418;16.3500342;Behsel Stadtplan, WStLA, P1: 295/12G
1066;Rother Hof 219;219;172;;;Rother Hof;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2063994;16.3501772;Behsel Stadtplan, WStLA, P1: 295/12G
1067;Rother Hof 220;220;173;;;Rother Hof;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2064006;16.3503115;Behsel Stadtplan, WStLA, P1: 295/12G
1068;Rother Hof 221;221;174;;;Rother Hof;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2063924;16.3504284;Behsel Stadtplan, WStLA, P1: 295/12G
1069;Neue Schottengasse 222;222;132;;;Neue Schottengasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2065854;16.3500778;Behsel Stadtplan, WStLA, P1: 295/12G
1070;Neue Schottengasse 223;223;175;;;Neue Schottengasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2066668;16.3501284;Behsel Stadtplan, WStLA, P1: 295/12G
1071;Neue Schottengasse 224;224;176;;;Neue Schottengasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2066726;16.3502365;Behsel Stadtplan, WStLA, P1: 295/12G
1072;Neue Schottengasse 225;225;177;;;Neue Schottengasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2066819;16.3503639;Behsel Stadtplan, WStLA, P1: 295/12G
1073;Neue Schottengasse 226;226;178;;;Neue Schottengasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2066877;16.350472;Behsel Stadtplan, WStLA, P1: 295/12G
1074;Zwerchgasse 227;227;179;;;Zwerchgasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2078815;16.3497185;Behsel Stadtplan, WStLA, P1: 295/12G
1075;Zwerchgasse 228;228;180;;;Zwerchgasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.2079129;16.3499732;Behsel Stadtplan, WStLA, P1: 295/12G
1076;Zwerchgasse 229;229;181;;;Zwerchgasse;Magistrat der Stadt Wien;Neubau;Altlerchenfeld;48.208021;16.3497202;Behsel Stadtplan, WStLA, P1: 295/12G
