id;Adresse;Hausnummer;alte_1795_1821;ältere_1770_1795;Hausinhaber;Gassen und Plätze;Grundobrigkeit;Vorstadt;lat;lon;reference;Viertel
287;Altwiedener Hauptstraße 225;225;160;445;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1871944;16.3638989;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
288;Altwiedener Hauptstraße 226;226;161;412;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.187436;16.3640534;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
289;Altwiedener Hauptstraße 227;227;162;54;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1884051;16.3640548;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
290;Piaristengasse 228;228;163;55;P. P. Piaristen;Piaristengasse;Magistrat der Stadt Wien;Wieden;48.1892857;16.363233;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
291;Piaristengasse 229;229;164;444;P. P. Piaristen;Piaristengasse;Magistrat der Stadt Wien;Wieden;48.18862;16.364043;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
292;Altwiedener Hauptstraße 230;230;165;56;P. P. Piaristen;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1887338;16.3646295;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
293;Altwiedener Hauptstraße 231;231;166;57;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1891367;16.3651373;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
294;Altwiedener Hauptstraße 232;232;167;58;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1893743;16.3653838;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
295;Altwiedener Hauptstraße 233;233;168;59;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1895742;16.3655768;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
296;Altwiedener Hauptstraße 234;234;169;60;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1896653;16.3656733;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
297;Altwiedener Hauptstraße 235;235;170;61;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1898395;16.3658248;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
298;Altwiedener Hauptstraße 236;236;171;62;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1900365;16.3659837;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
299;Altwiedener Hauptstraße 237;237;172;433;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1902078;16.3661084;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
300;Klagbaumgasse 238;238;173;442;;Klagbaumgasse;Magistrat der Stadt Wien;Wieden;48.1904849;16.3657194;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
301;Klagbaumgasse 239;239;174;476;;Klagbaumgasse;Magistrat der Stadt Wien;Wieden;48.1906443;16.3658218;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
302;Altwiedener Hauptstraße 240;240;175;434;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1904978;16.3662806;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
303;Altwiedener Hauptstraße 241;241;176;435;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1906453;16.3663252;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
304;Altwiedener Hauptstraße 242;242;177;63;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1910601;16.3664291;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
305;Altwiedener Hauptstraße 243;243;178;64;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1915754;16.3665065;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
306;Altwiedener Hauptstraße 244;244;179;65;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.191823;16.3665297;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
307;Altwiedener Hauptstraße 245;245;180;66;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1922687;16.3665481;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
308;Altwiedener Hauptstraße 246;246;181;67;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1929506;16.3666984;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
309;Altwiedener Hauptstraße 247;247;182;68;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1933237;16.366834;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
310;Altwiedener Hauptstraße 248;248;183;69;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1935282;16.3668927;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
311;Altwiedener Hauptstraße 249;249;184;70;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1942345;16.3669245;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
312;Altwiedener Hauptstraße 250;250;185;71;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1947258;16.3666079;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
313;Altwiedener Hauptstraße 251;251;186;72;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1950785;16.3667913;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
314;Altwiedener Hauptstraße 252;252;187;73;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1953083;16.3668414;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
315;Altwiedener Hauptstraße 253;253;188;74;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1954272;16.3668707;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
316;Altwiedener Hauptstraße 254;254;189;75;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1955942;16.3669098;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
317;Altwiedener Hauptstraße 255;255;190;76;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1957539;16.3669489;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
318;Altwiedener Hauptstraße 256;256;191;77;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1958541;16.3669746;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
319;Altwiedener Hauptstraße 257;257;192;78;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1959877;16.3669978;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
320;Altwiedener Hauptstraße 258;258;193;79;;Altwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1962215;16.3670503;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
321;Obere Schleifmühlgasse 259;259;194;112;;Obere Schleifmühlgasse;Magistrat der Stadt Wien;Wieden;48.1965671;16.3662172;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
322;Obere Schleifmühlgasse 260;260;195;113;;Obere Schleifmühlgasse;Magistrat der Stadt Wien;Wieden;48.1966567;16.3660082;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
323;Obere Schleifmühlgasse 261;261;196;114;;Obere Schleifmühlgasse;Magistrat der Stadt Wien;Wieden;48.1967488;16.3657686;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
324;Neuwiedener Hauptstraße 262;262;197;115;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1965565;16.3654515;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
325;Neuwiedener Hauptstraße 263;263;198;116;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1964229;16.3653488;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
326;Neuwiedener Hauptstraße 264;264;199;117;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.196317;16.3652364;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
327;Neuwiedener Hauptstraße 265;265;200;118;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1962013;16.365124;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
328;Neuwiedener Hauptstraße 266;266;201;119;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1960816;16.3649908;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
329;Neuwiedener Hauptstraße 267;267;202;120;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1959863;16.3648356;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
330;Neuwiedener Hauptstraße 268;268;203;121;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1958576;16.3646131;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
331;Neuwiedener Hauptstraße 269;269;204;122;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1957101;16.3643736;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
332;Neuwiedener Hauptstraße 270;270;205;123;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1956286;16.3641952;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
333;Neuwiedener Hauptstraße 271;271;206;124;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1954771;16.3639214;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
334;Waggasse 272;272;556;;;Waggasse;Magistrat der Stadt Wien;Wieden;48.1953476;16.3642905;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
335;Waggasse 273;273;207;125;;Waggasse;Magistrat der Stadt Wien;Wieden;48.1952832;16.3647598;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
336;Waggasse 274;274;208;127;;Waggasse;Magistrat der Stadt Wien;Wieden;48.1952083;16.3653537;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
337;Waggasse 275;275;209;128;;Waggasse;Magistrat der Stadt Wien;Wieden;48.1949572;16.366212;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
338;Ankergasse 276;276;210;129;;Ankergasse;Magistrat der Stadt Wien;Wieden;48.1947606;16.3656481;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
339;Ankergasse 277;277;211;129;;Ankergasse;Magistrat der Stadt Wien;Wieden;48.1945166;16.3654551;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
340;Hechtengassse 278;278;212;336;;Hechtengassse;Magistrat der Stadt Wien;Wieden;48.1941236;16.3657966;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
341;Hechtengassse 280;280;214;153;;Hechtengassse;Magistrat der Stadt Wien;Wieden;48.1962077;16.3678081;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
342;Hechtengassse 281;281;215;131;;Hechtengassse;Magistrat der Stadt Wien;Wieden;48.1941192;16.3654699;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
343;Ankergasse 282;282;216;132;;Ankergasse;Magistrat der Stadt Wien;Wieden;48.1942815;16.3652576;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
344;Ankergasse 283;283;217;413;;Ankergasse;Magistrat der Stadt Wien;Wieden;48.1944102;16.3650438;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
345;Ankergasse 284;284;218;414;;Ankergasse;Magistrat der Stadt Wien;Wieden;48.1943092;16.3648448;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
346;Ankergasse 285;285;219;415;;Ankergasse;Magistrat der Stadt Wien;Wieden;48.194236;16.3646889;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
347;Ankergasse 286;286;220;416;;Ankergasse;Magistrat der Stadt Wien;Wieden;48.1941627;16.3645315;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
348;Ankergasse 287;287;221;133;;Ankergasse;Magistrat der Stadt Wien;Wieden;48.1940915;16.3644008;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
349;Ankergasse 289;289;223;373;;Ankergasse;Magistrat der Stadt Wien;Wieden;48.1944176;16.3647453;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
350;Ankergasse 290;290;224;374;;Ankergasse;Magistrat der Stadt Wien;Wieden;48.1944988;16.3648938;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
351;Ankergasse 291;291;225;126;;Ankergasse;Magistrat der Stadt Wien;Wieden;48.1945661;16.3650572;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
352;Ankergasse 292;292;226;424;;Ankergasse;Magistrat der Stadt Wien;Wieden;48.1947087;16.3653126;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
353;Ankergasse 293;293;227;134;;Ankergasse;Magistrat der Stadt Wien;Wieden;48.1949245;16.3655087;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
354;Waggasse 294;294;228;135;;Waggasse;Magistrat der Stadt Wien;Wieden;48.1951806;16.3645765;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
355;Waggasse 295;295;229;136;;Waggasse;Magistrat der Stadt Wien;Wieden;48.1952164;16.3643577;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
356;Waggasse 296;296;230;352;;Waggasse;Magistrat der Stadt Wien;Wieden;48.1952327;16.3641121;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
357;Pressgasse 297;297;231;368;;Pressgasse;Magistrat der Stadt Wien;Wieden;48.1952669;16.3637931;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
358;Pressgasse 298;298;232;369;;Pressgasse;Magistrat der Stadt Wien;Wieden;48.1949533;16.3640204;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
359;Pressgasse 299;299;233;370;;Pressgasse;Magistrat der Stadt Wien;Wieden;48.1948409;16.3641475;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
360;Pressgasse 300;300;234;371;;Pressgasse;Magistrat der Stadt Wien;Wieden;48.1947453;16.3642715;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
361;Pressgasse 301;301;235;372;;Pressgasse;Magistrat der Stadt Wien;Wieden;48.1946146;16.3644111;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
362;Pressgasse 302;302;236;375;;Pressgasse;Magistrat der Stadt Wien;Wieden;48.1943248;16.3645267;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
363;Pressgasse 303;303;237;376;;Pressgasse;Magistrat der Stadt Wien;Wieden;48.1944268;16.3644153;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
364;Pressgasse 304;304;238;377;;Pressgasse;Magistrat der Stadt Wien;Wieden;48.1945297;16.3642891;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
365;Pressgasse 305;305;239;378;;Pressgasse;Magistrat der Stadt Wien;Wieden;48.1946584;16.3641554;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
366;Pressgasse 306;306;240;379;;Pressgasse;Magistrat der Stadt Wien;Wieden;48.1947623;16.3640277;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
367;Pressgasse 307;307;241;380;;Pressgasse;Magistrat der Stadt Wien;Wieden;48.1948759;16.3638982;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
368;Pressgasse 308;308;242;381;;Pressgasse;Magistrat der Stadt Wien;Wieden;48.1949802;16.3637796;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
369;Neuwiedener Hauptstraße 309;309;243;382;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1951977;16.3634472;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
370;Neuwiedener Hauptstraße 310;310;244;137;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1950747;16.363303;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
371;Salvatorgasse 311;311;245;383;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.1949048;16.3633774;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
372;Salvatorgasse 312;312;246;384;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.194793;16.3635006;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
373;Salvatorgasse 313;313;247;385;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.1947069;16.3636046;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
374;Salvatorgasse 314;314;248;386;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.194599;16.3637308;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
375;Salvatorgasse 315;315;249;387;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.1944852;16.3638585;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
376;Salvatorgasse 316;316;250;388;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.1943713;16.3639921;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
377;Salvatorgasse 317;317;251;389;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.1942704;16.3641064;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
378;Salvatorgasse 318;318;252;390;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.1941823;16.3642148;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
379;Salvatorgasse 319;319;253;391;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.1941454;16.3640779;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
380;Salvatorgasse 320;320;254;392;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.1942446;16.3639476;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
381;Salvatorgasse 321;321;255;393;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.1943387;16.3638406;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
382;Salvatorgasse 322;322;256;394;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.1944555;16.363707;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
383;Salvatorgasse 324;324;258;396;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.1946633;16.3634472;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
384;Salvatorgasse 325;325;259;138;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.1948494;16.3632244;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
385;Salvatorgasse 325;325;259;138;;Salvatorgasse;Magistrat der Stadt Wien;Wieden;48.1945594;16.3635674;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
386;Neuwiedener Hauptstraße 326;326;260;139;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1948276;16.3630091;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
387;Neuwiedener Hauptstraße 327;327;261;140;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1946769;16.362812;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
388;Neuwiedener Hauptstraße 328;328;262;141;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.194577;16.3626457;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
389;Große Neugasse 329;329;263;142;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1942711;16.3629471;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
390;Große Neugasse 330;330;264;143;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1941593;16.3630808;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
391;Große Neugasse 331;331;265;44;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1940499;16.363207;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
392;Große Neugasse 332;332;266;145;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1939645;16.3633195;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
393;Große Neugasse 333;333;267;146;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1938556;16.3634665;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
394;Große Neugasse 333;333;267;146;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1937049;16.3636673;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
395;Große Neugasse 334;334;268;147;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1935723;16.3638187;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
396;Große Neugasse 335;335;269;148;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1934238;16.363988;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
397;Große Neugasse 336;336;270;149;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.193314;16.3641217;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
398;Große Neugasse 337;337;271;150;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1932219;16.3642434;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
399;Große Neugasse 338;338;272;151;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1931239;16.3643696;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
400;Große Neugasse 339;339;273;152;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1930289;16.3644884;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
401;Große Neugasse 340;340;274;153;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1928863;16.3646844;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
402;Große Neugasse 341;341;275;155;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1927596;16.3648329;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
403;Große Neugasse 342;342;276;156;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1926478;16.3649858;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
404;Große Neugasse 343;343;277;157;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.192527;16.3651299;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
405;Große Neugasse 344;344;278;158;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1924152;16.3652724;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
406;Große Neugasse 345;345;279;159;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1922885;16.3654328;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
407;Große Neugasse 346;346;280;160;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1921192;16.3656436;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
408;Große Neugasse 347;347;281;161;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1919925;16.365807;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
409;Große Neugasse 348;348;282;162;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1918589;16.3659644;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
410;Große Neugasse 349;349;283;163;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1927359;16.3645909;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
411;Große Neugasse 350;350;284;164;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1929497;16.3643236;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
412;Große Neugasse 351;351;285;459;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1930784;16.3641766;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
413;Große Neugasse 352;352;286;460;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1932001;16.3640044;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
414;Rittergasse 353;353;287;461;;Rittergasse;Magistrat der Stadt Wien;Wieden;48.1930813;16.3636717;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
415;Rittergasse 355;355;289;463;;Rittergasse;Magistrat der Stadt Wien;Wieden;48.1930309;16.3632367;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
416;Rittergasse 356;356;290;464;;Rittergasse;Magistrat der Stadt Wien;Wieden;48.193118;16.3633837;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
417;Rittergasse 357;357;291;465;;Rittergasse;Magistrat der Stadt Wien;Wieden;48.1932288;16.3635708;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
418;Rittergasse 358;358;292;466;;Rittergasse;Magistrat der Stadt Wien;Wieden;48.1934288;16.3637178;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
419;Große Neugasse 359;359;293;164;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1936149;16.3635069;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
420;Kapaunergasse 360;360;305;176;;Kapaunergasse;Magistrat der Stadt Wien;Wieden;48.1934812;16.3632723;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
421;Kapaunergasse 361;361;306;177;;Kapaunergasse;Magistrat der Stadt Wien;Wieden;48.1933555;16.3630511;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
422;Kapaunergasse 362;362;307;178;;Kapaunergasse;Magistrat der Stadt Wien;Wieden;48.1932382;16.3628788;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
423;Große Neugasse 363;363;294;165;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.193696;16.3634015;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
424;Große Neugasse 364;364;295;166;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1938;16.3632812;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
425;Große Neugasse 365;365;296;167;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1939361;16.3631209;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
426;Große Neugasse 366;366;297;168;;Große Neugasse;Magistrat der Stadt Wien;Wieden;48.1940702;16.3629479;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
427;Neuwiedener Hauptstraße 367;367;298;169;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1943216;16.3622953;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
428;Neuwiedener Hauptstraße 368;368;299;170;;Neuwiedener Hauptstraße;Magistrat der Stadt Wien;Wieden;48.1941286;16.3620711;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
429;Kleine Neugasse 369;369;300;171;;Kleine Neugasse;Magistrat der Stadt Wien;Wieden;48.1939717;16.3618973;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
430;Kleine Neugasse 370;370;301;172;;Kleine Neugasse;Magistrat der Stadt Wien;Wieden;48.1937579;16.3620948;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
431;Kleine Neugasse 371;371;302;173;;Kleine Neugasse;Magistrat der Stadt Wien;Wieden;48.1936263;16.3622611;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
432;Kleine Neugasse 372;372;303;174;;Kleine Neugasse;Magistrat der Stadt Wien;Wieden;48.1935095;16.3624245;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
433;Kleine Neugasse 373;373;304;175;;Kleine Neugasse;Magistrat der Stadt Wien;Wieden;48.1933491;16.3626353;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
434;Lamprechtsgrund 389;389;321;430;K. K. private Phorus-Gesellschaft;Lamprechtsgrund;Magistrat der Stadt Wien;Wieden;48.1908359;16.3630303;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
435;Lamprechtsgrund 403;403;335;451;K. K. private Phorus-Gesellschaft;Lamprechtsgrund;Magistrat der Stadt Wien;Wieden;48.190622;16.3627838;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
436;Mittersteig 405;405;338;181;;Mittersteig;Magistrat der Stadt Wien;Wieden;48.1903221;16.3622567;Behsel Stadtplan, WStLA, P1: 295/9G;Wieden
