id;Adresse;Hausnummer;alte_1795_1821;ältere_1770_1795;Hausinhaber;Gassen und Plätze;Grundobrigkeit;Latitude;Longitude;Vorstadt;Viertel;reference
289;Schmiedgasse 89;89;89;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2278388;16.3579239;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
290;Schmiedgasse 90;90;90;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2277408;16.3579678;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
291;Schmiedgasse 91;91;91;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2276272;16.3580143;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
292;Kirchengasse 92;92;92;;;Kirchengasse;Fürst von und zu Liechtenstein;48.2271575;16.3579342;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
293;Schmiedgasse 93;93;93;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2271867;16.3580427;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
294;Schmiedgasse 94;94;94;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2271661;16.3582054;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
295;Schmiedgasse 95;95;95;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.227037;16.3582596;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
296;Schmiedgasse 96;96;96;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2268856;16.3583268;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
297;Schmiedgasse 97;97;97;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2267583;16.3583784;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
298;Schmiedgasse 98;98;98;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2266585;16.3584327;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
299;Schmiedgasse 99;99;99;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2265553;16.3584766;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
300;Schmiedgasse 100;100;100;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2264417;16.3585256;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
301;Schmiedgasse 101;101;101;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2263161;16.3585127;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
302;Kirchengasse 63;63;63;;;Kirchengasse;Fürst von und zu Liechtenstein;48.2262473;16.3584017;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
303;Schmiedgasse 102;102;102;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2264916;16.3589854;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
304;Schmiedgasse 103;103;103;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2264452;16.3588278;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
305;Schmiedgasse 104;104;104;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2264538;16.3587297;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
306;Schmiedgasse 105;105;105;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2265518;16.3586858;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
307;#NV;;#NV;;#NV;#NV;#NV;48.2266465;16.3586445;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
308;Schmiedgasse 107;107;107;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2267463;16.3586005;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
309;Schmiedgasse 108;108;108;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2268529;16.3585437;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
310;Schmiedgasse 109;109;109;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2269854;16.3584869;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
311;Schmiedgasse 110;110;110;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2270852;16.3584507;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
312;Schmiedgasse 111;111;111;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2272108;16.3584043;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
313;Schmiedgasse 112;112;112;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2273072;16.3586548;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
314;Schmiedgasse 113;113;113;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2274293;16.3587323;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
315;Schmiedgasse 114;114;114;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2274104;16.3585876;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
316;Schmiedgasse 115;115;115;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2273812;16.3583139;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
317;Schmiedgasse 116;116;116;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2274861;16.3582648;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
318;Schmiedgasse 117;117;117;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2275825;16.3582235;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
319;Schmiedgasse 118;118;118;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2276762;16.3581938;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
320;Schmiedgasse 119;119;119;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2277838;16.3581563;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
321;Schmiedgasse 120;120;120;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2278904;16.3581072;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
322;Schmiedgasse 121;121;121;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.227992;16.3580582;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
323;Schmiedgasse 122;122;122;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2280814;16.3580194;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
324;Schmiedgasse 123;123;123;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2281416;16.3579884;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
325;Schmiedgasse 124;124;124;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2281967;16.3579587;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
326;Schmiedgasse 125;125;125;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2283077;16.3579109;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
327;Schmiedgasse 126;126;126;;;Schmiedgasse;Fürst von und zu Liechtenstein;48.2284513;16.3581189;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
328;Baadgasse 127;127;127;;;Baadgasse;Fürst von und zu Liechtenstein;48.2285881;16.3585256;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
329;Baadgasse 128;128;128;;;Baadgasse;Fürst von und zu Liechtenstein;48.2284866;16.3585734;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
330;Baadgasse 129;129;129;;;Baadgasse;Fürst von und zu Liechtenstein;48.2283791;16.3586199;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
331;Baadgasse 130;130;130;;;Baadgasse;Fürst von und zu Liechtenstein;48.2282716;16.3586664;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
332;Baadgasse 131;131;131;;;Baadgasse;Fürst von und zu Liechtenstein;48.2281933;16.3587039;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
333;Baadgasse 132;132;132;;;Baadgasse;Fürst von und zu Liechtenstein;48.2281124;16.3587413;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
334;Baadgasse 133;133;133;;;Baadgasse;Fürst von und zu Liechtenstein;48.2280272;16.3587801;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
335;Baadgasse 134;134;134;;;Baadgasse;Fürst von und zu Liechtenstein;48.227875;16.3588485;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
336;Baadgasse 135;135;135;;;Baadgasse;Fürst von und zu Liechtenstein;48.2277124;16.3589182;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
337;Baadgasse 136;136;136;;;Baadgasse;Fürst von und zu Liechtenstein;48.2276306;16.3589544;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
338;Baadgasse 137;137;137;;;Baadgasse;Fürst von und zu Liechtenstein;48.22753;16.3589931;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
339;Baadgasse 138;138;138;;;Baadgasse;Fürst von und zu Liechtenstein;48.2273536;16.3590577;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
340;Baadgasse 139;139;139;;;Baadgasse;Fürst von und zu Liechtenstein;48.227222;16.3591249;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
341;Baadgasse 140;140;140;;;Baadgasse;Fürst von und zu Liechtenstein;48.2271188;16.3591752;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
342;Baadgasse 141;141;141;;;Baadgasse;Fürst von und zu Liechtenstein;48.2270302;16.359214;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
343;Baadgasse 142;142;142;;;Baadgasse;Fürst von und zu Liechtenstein;48.2269415;16.3592488;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
344;Baadgasse 143;143;143;;;Baadgasse;Fürst von und zu Liechtenstein;48.2268495;16.3592889;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
345;Baadgasse 144;144;144;;;Baadgasse;Fürst von und zu Liechtenstein;48.2267626;16.3593211;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
346;Baadgasse 145;145;145;;;Baadgasse;Fürst von und zu Liechtenstein;48.2266525;16.3593651;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
347;Baadgasse 146;146;146;;;Baadgasse;Fürst von und zu Liechtenstein;48.2269794;16.359409;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
348;Baadgasse 147;147;147;;;Baadgasse;Fürst von und zu Liechtenstein;48.22761;16.3591365;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
349;Baadgasse 148;148;148;;;Baadgasse;Fürst von und zu Liechtenstein;48.2278053;16.3590564;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
350;Baadgasse 149;149;149;;;Baadgasse;Fürst von und zu Liechtenstein;48.2279464;16.3589944;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
351;Baadgasse 150;150;150;;;Baadgasse;Fürst von und zu Liechtenstein;48.2281064;16.3589234;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
352;Baadgasse 151;151;151;;;Baadgasse;Fürst von und zu Liechtenstein;48.2282466;16.3588692;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
353;Baadgasse 152;152;152;;;Baadgasse;Fürst von und zu Liechtenstein;48.2283817;16.3588085;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
354;Baadgasse 153;153;153;;;Baadgasse;Fürst von und zu Liechtenstein;48.2286871;16.358678;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
355;Untere Straße 154;154;154;;;Untere Straße;Fürst von und zu Liechtenstein;48.2286406;16.359294;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
356;Untere Straße 155;155;155;;;Untere Straße;Fürst von und zu Liechtenstein;48.2285141;16.3594309;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
357;Untere Straße 156;156;156;;;Untere Straße;Fürst von und zu Liechtenstein;48.2283576;16.3594968;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
358;Untere Straße 157;157;157;;;Untere Straße;Fürst von und zu Liechtenstein;48.2282053;16.3595549;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
359;Untere Straße 158;158;158;;;Untere Straße;Fürst von und zu Liechtenstein;48.2280763;16.3595936;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
360;Untere Straße 159;159;159;;;Untere Straße;Fürst von und zu Liechtenstein;48.227961;16.3596272;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
361;Untere Straße 160;160;160;;;Untere Straße;Fürst von und zu Liechtenstein;48.2278681;16.359644;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
362;Untere Straße 161;161;161;;;Untere Straße;Fürst von und zu Liechtenstein;48.2277554;16.3596647;Lichtenthal;Lichtenthal;Behsel Stadtplan, WStLA, P1: 295/17G
